accepted_alternative_count,age_scope,case_id,category,dense_first_relevant_rank,dense_hit_rate_at_1,dense_hit_rate_at_3,dense_hit_rate_at_5,dense_mrr,dense_ndcg_at_1,dense_ndcg_at_3,dense_ndcg_at_5,dense_precision_at_1,dense_precision_at_3,dense_precision_at_5,dense_recall_at_1,dense_recall_at_3,dense_recall_at_5,difficulty,expanded_query,first_relevant_rank,hit_rate_at_1,hit_rate_at_3,hit_rate_at_5,hybrid_first_relevant_rank,hybrid_hit_rate_at_1,hybrid_hit_rate_at_3,hybrid_hit_rate_at_5,hybrid_mrr,hybrid_ndcg_at_1,hybrid_ndcg_at_3,hybrid_ndcg_at_5,hybrid_precision_at_1,hybrid_precision_at_3,hybrid_precision_at_5,hybrid_recall_at_1,hybrid_recall_at_3,hybrid_recall_at_5,language,mrr,ndcg_at_1,ndcg_at_3,ndcg_at_5,precision_at_1,precision_at_3,precision_at_5,question,recall_at_1,recall_at_3,recall_at_5,relevance_group_count,reranked_first_relevant_rank,reranked_hit_rate_at_1,reranked_hit_rate_at_3,reranked_hit_rate_at_5,reranked_mrr,reranked_ndcg_at_1,reranked_ndcg_at_3,reranked_ndcg_at_5,reranked_precision_at_1,reranked_precision_at_3,reranked_precision_at_5,reranked_recall_at_1,reranked_recall_at_3,reranked_recall_at_5,retrieved_chapters,rewritten_query,split
2,,GT015,,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.333333,0.2,1.0,1.0,1.0,,carbohydrate dietary fiber school-age children constipation glycemic school-age children and adolescents pediatric nutrition,1,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.333333,0.2,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,0.333333,0.2,What dietary role do fiber and fluids have when constipation affects a school-age child?,1.0,1.0,1.0,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.333333,0.2,1.0,1.0,1.0,"Pediatric-Nutrition > Section IV: Micronutrients and Macronutrients > Chapter 16: Carbohydrate and Dietary Fiber > page 499 || PNP 3rd Edition Book > 3 > 3.13 Constipation and the Efficacy of Fluid, Fat, Fibers, and Prebiotics > page 330 || PNP 3rd Edition Book > 1 > 1.3 Physiology of Nutrition > 1.3.4 Digestible and Non-Digestible Carbohydrates > page 81 || PNP 3rd Edition Book > 3 > 3.25 Diet in Children with Malignant Disease > page 417 || Pediatric-Nutrition > Section V: Nutrient Delivery Systems > Chapter 38: Eating Disorders in Children and Adolescents > page 1079",,test
2,,GT016,,3,0.0,1.0,1.0,0.333333,0.0,0.5,0.5,0.0,0.333333,0.2,0.0,1.0,1.0,,dietary fats fatty acids omega-3 child adolescent nutrition school-age children and adolescents pediatric nutrition,3,0.0,1.0,1.0,3,0.0,1.0,1.0,0.333333,0.0,0.5,0.5,0.0,0.333333,0.2,0.0,1.0,1.0,,0.333333,0.0,0.5,0.5,0.0,0.333333,0.2,ما دور الدهون الأساسية وأحماض أوميغا-3 ضمن نظام غذائي متوازن للطالب؟,0.0,1.0,1.0,1,3,0.0,1.0,1.0,0.333333,0.0,0.5,0.5,0.0,0.333333,0.2,0.0,1.0,1.0,Pediatric-Nutrition > Section V: Nutrient Delivery Systems > Chapter 30: Nutrition Therapy for Children and Adolescents With Type 1 and Type 2 Diabetes Mellitus > page 845 || PNP 3rd Edition Book > 3 > 3.18 Nutrition in Children with Diabetes Mellitus > page 365 || PNP 3rd Edition Book > 1 > 1.3 Physiology of Nutrition > 1.3.5 Dietary Lipid Intake > page 85 || Pediatric-Nutrition > Section III: Feeding The Child and Adolescent > Chapter 11: Nutritional Aspects of Vegetarian Diets > page 308 || Pediatric-Nutrition > Section IV: Micronutrients and Macronutrients > Chapter 17: Fats and Fatty Acids > page 513,,test
2,,GT017,,3,0.0,1.0,1.0,0.333333,0.0,0.5,0.5,0.0,0.333333,0.2,0.0,1.0,1.0,,iron deficiency anemia cognition school performance adolescent girls school-age children and adolescents pediatric nutrition,2,0.0,1.0,1.0,2,0.0,1.0,1.0,0.5,0.0,0.63093,0.63093,0.0,0.333333,0.2,0.0,1.0,1.0,,0.5,0.0,0.63093,0.63093,0.0,0.333333,0.2,"How can iron deficiency influence cognition, behavior, and school performance?",0.0,1.0,1.0,1,2,0.0,1.0,1.0,0.5,0.0,0.63093,0.63093,0.0,0.333333,0.2,0.0,1.0,1.0,"Pediatric-Nutrition > Section III: Feeding The Child and Adolescent > Chapter 12: Sports Nutrition > page 345 || PNP 3rd Edition Book > 3 > 3.2 Iron: Nutritional Deficiency and Excess > page 244 || PNP 3rd Edition Book > 2 > 2.7 Adolescent Nutrition: Issues and Actions > page 200 || Pediatric-Nutrition > Section IV: Micronutrients and Macronutrients > Chapter 19: Iron > page 559 || Pediatric-Nutrition > Section V: Nutrient Delivery Systems > Chapter 48: Diet, Nutrition, and Oral Health > page 1307",,test
2,,GT018,,2,0.0,1.0,1.0,0.5,0.0,0.63093,0.63093,0.0,0.333333,0.2,0.0,1.0,1.0,,pediatric nutritional assessment growth chart BMI anthropometry dietary history laboratory school-age children and adolescents pediatric nutrition,1,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.333333,0.2,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,0.333333,0.2,كيف يُستخدم تاريخ الغذاء ومخططات النمو وBMI والقياسات الجسمية في تقييم الحالة الغذائية للطالب؟,1.0,1.0,1.0,1,2,0.0,1.0,1.0,0.5,0.0,0.63093,0.63093,0.0,0.333333,0.2,0.0,1.0,1.0,PNP 3rd Edition Book > 1 > 1.2 Nutritional Assessment > 1.2.1 Clinical Evaluation and Anthropometry > page 25 || Pediatric-Nutrition > Section III: Feeding The Child and Adolescent > Chapter 8: Adolescent Nutrition > page 244 || Pediatric-Nutrition > Section III: Feeding The Child and Adolescent > Chapter 10: Pediatric Global Nutrition > page 278 || Pediatric-Nutrition > Section V: Nutrient Delivery Systems > Chapter 24: Assessment of Nutritional Status > page 714 || PNP 3rd Edition Book > 3 > 3.25 Diet in Children with Malignant Disease > page 413,,test
1,,GT019,,2,0.0,1.0,1.0,0.5,0.0,0.63093,0.63093,0.0,0.333333,0.2,0.0,1.0,1.0,,adolescent nutrition puberty growth nutrient requirements pediatric dyslipidemia dietary management cholesterol saturated fat fiber adolescents pediatric nutrition,1,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.333333,0.2,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,0.333333,0.2,What dietary principles are relevant when dyslipidemia is identified in a child or adolescent?,1.0,1.0,1.0,1,3,0.0,1.0,1.0,0.333333,0.0,0.5,0.5,0.0,0.333333,0.2,0.0,1.0,1.0,Pediatric-Nutrition > Section V: Nutrient Delivery Systems > Chapter 32: Dyslipidemia > page 901 || Pediatric-Nutrition > Section III: Feeding The Child and Adolescent > Chapter 8: Adolescent Nutrition > page 244 || PNP 3rd Edition Book > 3 > 3.18 Nutrition in Children with Diabetes Mellitus > page 365 || Pediatric-Nutrition > Section VII: Nutrition and Public Health > Chapter 49: Preventing Food Insecurity - Available Community Nutrition Programs > page 1398 || Pediatric-Nutrition > Section V: Nutrient Delivery Systems > Chapter 30: Nutrition Therapy for Children and Adolescents With Type 1 and Type 2 Diabetes Mellitus > page 844,,test
2,,GT020,,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.333333,0.2,1.0,1.0,1.0,,pediatric obesity assessment staged family-based weight management physical activity screen time adolescents pediatric nutrition,1,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.333333,0.2,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,0.333333,0.2,ما خطوات التقييم والإدارة الغذائية المرحلية الآمنة للسمنة لدى الأطفال والمراهقين؟,1.0,1.0,1.0,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.333333,0.2,1.0,1.0,1.0,"Pediatric-Nutrition > Section V: Nutrient Delivery Systems > Chapter 33: Pediatric Obesity > page 943 || PNP 3rd Edition Book > 3 > 3.6 Management of Child and Adolescent Obesity > page 275 || Pediatric-Nutrition > Section V: Nutrient Delivery Systems > Chapter 30: Nutrition Therapy for Children and Adolescents With Type 1 and Type 2 Diabetes Mellitus > page 841 || Pediatric-Nutrition > Section III: Feeding The Child and Adolescent > Chapter 13: Fast Foods, Organic Foods, Fad Diets, and Herbs, Herbals, and Botanicals > page 407 || Pediatric-Nutrition > Section III: Feeding The Child and Adolescent > Chapter 8: Adolescent Nutrition > page 241",,test
1,,GT021,,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.333333,0.2,1.0,1.0,1.0,,pediatric obesity assessment staged family-based weight management physical activity screen time school-age children and adolescents pediatric nutrition,2,0.0,1.0,1.0,2,0.0,1.0,1.0,0.5,0.0,0.63093,0.63093,0.0,0.333333,0.2,0.0,1.0,1.0,,0.5,0.0,0.63093,0.63093,0.0,0.333333,0.2,"How do screen time, physical activity, family meals, and parental role modeling relate to obesity prevention?",0.0,1.0,1.0,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.333333,0.2,1.0,1.0,1.0,"PNP 3rd Edition Book > 3 > 3.6 Management of Child and Adolescent Obesity > page 275 || Pediatric-Nutrition > Section V: Nutrient Delivery Systems > Chapter 33: Pediatric Obesity > page 938 || Pediatric-Nutrition > Section III: Feeding The Child and Adolescent > Chapter 7: Feeding the Child > page 213 || Pediatric-Nutrition > Section III: Feeding The Child and Adolescent > Chapter 13: Fast Foods, Organic Foods, Fad Diets, and Herbs, Herbals, and Botanicals > page 407 || Pediatric-Nutrition > Section III: Feeding The Child and Adolescent > Chapter 8: Adolescent Nutrition > page 245",,test
2,,GT022,,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.333333,0.2,1.0,1.0,1.0,,carbohydrate dietary fiber school-age children constipation glycemic pediatric diabetes nutrition therapy carbohydrate counting meal planning exercise hypoglycemia school-age children and adolescents pediatric nutrition,1,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.333333,0.2,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,0.333333,0.2,كيف يُستخدم عدّ الكربوهيدرات وتخطيط الوجبات في تغذية الطالب المصاب بالسكري؟,1.0,1.0,1.0,1,2,0.0,1.0,1.0,0.5,0.0,0.63093,0.63093,0.0,0.333333,0.2,0.0,1.0,1.0,Pediatric-Nutrition > Section V: Nutrient Delivery Systems > Chapter 30: Nutrition Therapy for Children and Adolescents With Type 1 and Type 2 Diabetes Mellitus > page 864 || PNP 3rd Edition Book > 3 > 3.18 Nutrition in Children with Diabetes Mellitus > page 366 || Pediatric-Nutrition > Section V: Nutrient Delivery Systems > Chapter 38: Eating Disorders in Children and Adolescents > page 1079 || Pediatric-Nutrition > Section IV: Micronutrients and Macronutrients > Chapter 16: Carbohydrate and Dietary Fiber > page 499 || Pediatric-Nutrition > Section III: Feeding The Child and Adolescent > Chapter 12: Sports Nutrition > page 332,,test
3,,GT023,,2,0.0,1.0,1.0,0.5,0.0,0.63093,0.63093,0.0,0.333333,0.2,0.0,1.0,1.0,,sports nutrition young athlete hydration carbohydrate recovery energy drinks pediatric diabetes nutrition therapy carbohydrate counting meal planning exercise hypoglycemia school-age children and adolescents pediatric nutrition,1,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.333333,0.2,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,0.333333,0.2,What food-planning issues should be considered around exercise for a student with diabetes to reduce hypoglycemia risk?,1.0,1.0,1.0,1,2,0.0,1.0,1.0,0.5,0.0,0.63093,0.63093,0.0,0.333333,0.2,0.0,1.0,1.0,Pediatric-Nutrition > Section V: Nutrient Delivery Systems > Chapter 30: Nutrition Therapy for Children and Adolescents With Type 1 and Type 2 Diabetes Mellitus > page 855 || Pediatric-Nutrition > Section III: Feeding The Child and Adolescent > Chapter 12: Sports Nutrition > page 366 || PNP 3rd Edition Book > 3 > 3.18 Nutrition in Children with Diabetes Mellitus > page 367 || Pediatric-Nutrition > Section V: Nutrient Delivery Systems > Chapter 33: Pediatric Obesity > page 946 || PNP 3rd Edition Book > 2 > 2.7 Adolescent Nutrition: Issues and Actions > page 203,,test
2,,GT024,,2,0.0,1.0,1.0,0.5,0.0,0.63093,0.63093,0.0,0.333333,0.2,0.0,1.0,1.0,,food allergy elimination diet nutrient adequacy school meals cross-contact allergen safety school-age children and adolescents pediatric nutrition,1,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.333333,0.2,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,0.333333,0.2,كيف تُمنع أوجه النقص الغذائي عند تطبيق حمية استبعاد لطفل لديه حساسية طعام؟,1.0,1.0,1.0,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.333333,0.2,1.0,1.0,1.0,"Pediatric-Nutrition > Section V: Nutrient Delivery Systems > Chapter 34: Food Allergy > page 977 || Pediatric-Nutrition > Section III: Feeding The Child and Adolescent > Chapter 9: Nutrition in School, Preschool, and Child Care > page 271 || PNP 3rd Edition Book > 2 > 2.10 > 2.10 Nutritional Problems in Transitional Countries > page 226 || PNP 3rd Edition Book > 3 > 3.12 Food Intolerance and Allergy > page 323 || Pediatric-Nutrition > Section III: Feeding The Child and Adolescent > Chapter 13: Fast Foods, Organic Foods, Fad Diets, and Herbs, Herbals, and Botanicals > page 428",,test
3,,GT025,,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.666667,0.4,0.5,1.0,1.0,,food allergy elimination diet nutrient adequacy school meals cross-contact allergen safety school-age children and adolescents pediatric nutrition,1,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.666667,0.4,0.5,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,0.666667,0.4,How should a school reduce allergen cross-contact while keeping meals nutritionally adequate?,0.5,1.0,1.0,2,1,1.0,1.0,1.0,1.0,1.0,0.919721,0.919721,1.0,0.666667,0.4,0.5,1.0,1.0,"Pediatric-Nutrition > Section V: Nutrient Delivery Systems > Chapter 34: Food Allergy > page 977 || Pediatric-Nutrition > Section III: Feeding The Child and Adolescent > Chapter 9: Nutrition in School, Preschool, and Child Care > page 270 || Pediatric-Nutrition > Section VII: Nutrition and Public Health > Chapter 49: Preventing Food Insecurity - Available Community Nutrition Programs > page 1390 || PNP 3rd Edition Book > 2 > 2.10 > 2.10 Nutritional Problems in Transitional Countries > page 226 || Pediatric-Nutrition > Section VII: Nutrition and Public Health > Chapter 51: Food Safety: Infectious Disease > page 1430",,test
1,,GT026,,3,0.0,1.0,1.0,0.333333,0.0,0.5,0.5,0.0,0.333333,0.2,0.0,1.0,1.0,,adolescent nutrition puberty growth nutrient requirements eating disorders adolescents warning signs nutritional rehabilitation anorexia bulimia adolescents pediatric nutrition,1,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.333333,0.2,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,0.333333,0.2,ما العلامات الغذائية والسلوكية التي تستدعي الاشتباه في اضطراب أكل لدى المراهق؟,1.0,1.0,1.0,1,3,0.0,1.0,1.0,0.333333,0.0,0.5,0.5,0.0,0.333333,0.2,0.0,1.0,1.0,Pediatric-Nutrition > Section V: Nutrient Delivery Systems > Chapter 38: Eating Disorders in Children and Adolescents > page 1086 || PNP 3rd Edition Book > 3 > 3.14 > 3.14 Nutritional Rehabilitation in Eating Disorders > page 333 || Pediatric-Nutrition > Section III: Feeding The Child and Adolescent > Chapter 8: Adolescent Nutrition > page 242 || Pediatric-Nutrition > Section V: Nutrient Delivery Systems > Chapter 24: Assessment of Nutritional Status > page 714 || Pediatric-Nutrition > Section V: Nutrient Delivery Systems > Chapter 30: Nutrition Therapy for Children and Adolescents With Type 1 and Type 2 Diabetes Mellitus > page 863,,test
1,,GT027,,2,0.0,1.0,1.0,0.5,0.0,0.63093,0.63093,0.0,0.333333,0.2,0.0,1.0,1.0,,carbohydrate dietary fiber school-age children constipation glycemic diet nutrition oral health dental caries sugary drinks children adolescents school-age children and adolescents pediatric nutrition,1,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.333333,0.2,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,0.333333,0.2,How do sugary drinks and frequent fermentable carbohydrate exposure contribute to dental caries?,1.0,1.0,1.0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Pediatric-Nutrition > Section V: Nutrient Delivery Systems > Chapter 48: Diet, Nutrition, and Oral Health > page 1313 || Pediatric-Nutrition > Section III: Feeding The Child and Adolescent > Chapter 8: Adolescent Nutrition > page 238 || PNP 3rd Edition Book > 1 > 1.3 Physiology of Nutrition > 1.3.4 Digestible and Non-Digestible Carbohydrates > page 80 || Pediatric-Nutrition > Section IV: Micronutrients and Macronutrients > Chapter 16: Carbohydrate and Dietary Fiber > page 499 || Pediatric-Nutrition > Section VII: Nutrition and Public Health > Chapter 49: Preventing Food Insecurity - Available Community Nutrition Programs > page 1400",,test
1,,GT028,,2,0.0,1.0,1.0,0.5,0.0,0.63093,0.63093,0.0,0.333333,0.2,0.0,1.0,1.0,,school packed lunch food safety cross contamination temperature infectious disease school meals breakfast lunch snacks vending packed lunch child care nutrition school-age children and adolescents pediatric nutrition,1,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.333333,0.2,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,0.333333,0.2,كيف تُحفظ سلامة اللانش بوكس مع منع التلوث التبادلي والحفاظ على درجات حرارة آمنة؟,1.0,1.0,1.0,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.333333,0.2,1.0,1.0,1.0,"Pediatric-Nutrition > Section VII: Nutrition and Public Health > Chapter 51: Food Safety: Infectious Disease > page 1430 || Pediatric-Nutrition > Section III: Feeding The Child and Adolescent > Chapter 9: Nutrition in School, Preschool, and Child Care > page 273 || Pediatric-Nutrition > Section VII: Nutrition and Public Health > Chapter 49: Preventing Food Insecurity - Available Community Nutrition Programs > page 1337 || Pediatric-Nutrition > Section VII: Nutrition and Public Health > Chapter 52: Food Safety: Pesticides, Industrial Chemicals, Toxins, Preservatives, Irradiation, and Food Biotechnology > page 1471 || PNP 3rd Edition Book > 1 > 1.4 Micronutrient Needs in Children and Adolescents > 1.4.3 Food Safety > page 118",,test
1,,GT029,,3,0.0,1.0,1.0,0.333333,0.0,0.5,0.5,0.0,0.333333,0.2,0.0,1.0,1.0,,school packed lunch food safety cross contamination temperature infectious disease school-age children and adolescents pediatric nutrition,1,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.333333,0.2,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,0.333333,0.2,What food-safety concerns relate to pesticide residues and environmental chemical exposure in children?,1.0,1.0,1.0,1,4,0.0,0.0,1.0,0.25,0.0,0.0,0.430677,0.0,0.0,0.2,0.0,0.0,1.0,"Pediatric-Nutrition > Section VII: Nutrition and Public Health > Chapter 52: Food Safety: Pesticides, Industrial Chemicals, Toxins, Preservatives, Irradiation, and Food Biotechnology > page 1468 || Pediatric-Nutrition > Section VII: Nutrition and Public Health > Chapter 51: Food Safety: Infectious Disease > page 1430 || Pediatric-Nutrition > Section III: Feeding The Child and Adolescent > Chapter 13: Fast Foods, Organic Foods, Fad Diets, and Herbs, Herbals, and Botanicals > page 391 || PNP 3rd Edition Book > 1 > 1.4 Micronutrient Needs in Children and Adolescents > 1.4.3 Food Safety > page 115 || Pediatric-Nutrition > Section VII: Nutrition and Public Health > Chapter 49: Preventing Food Insecurity - Available Community Nutrition Programs > page 1355",,test
2,,GT030,,1,1.0,1.0,1.0,1.0,1.0,0.613147,0.613147,1.0,0.333333,0.2,0.5,0.5,0.5,,food allergy elimination diet nutrient adequacy school meals cross-contact allergen safety food labeling allergens nutrition facts school-age children family food choices school-age children and adolescents pediatric nutrition,1,1.0,1.0,1.0,2,0.0,1.0,1.0,0.5,0.0,0.386853,0.386853,0.0,0.333333,0.2,0.0,0.5,0.5,,1.0,1.0,0.613147,0.613147,1.0,0.333333,0.2,كيف تساعد بطاقة الغذاء في اكتشاف مسببات الحساسية ومقارنة الاختيارات الغذائية للطالب؟,0.5,0.5,0.5,2,1,1.0,1.0,1.0,1.0,1.0,0.613147,0.613147,1.0,0.333333,0.2,0.5,0.5,0.5,"Pediatric-Nutrition > Section V: Nutrient Delivery Systems > Chapter 34: Food Allergy > page 977 || Pediatric-Nutrition > Section VII: Nutrition and Public Health > Chapter 49: Preventing Food Insecurity - Available Community Nutrition Programs > page 1405 || Pediatric-Nutrition > Section III: Feeding The Child and Adolescent > Chapter 9: Nutrition in School, Preschool, and Child Care > page 270 || PNP 3rd Edition Book > 3 > 3.12 Food Intolerance and Allergy > page 321 || Pediatric-Nutrition > Section III: Feeding The Child and Adolescent > Chapter 13: Fast Foods, Organic Foods, Fad Diets, and Herbs, Herbals, and Botanicals > page 378",,test
